Time,Open,High,Low,Last,Change,%Chg,Volume
11/19/2020,175.65,177.59,175.07,177.31,1.35,+0.77%,20187500
11/20/2020,176.67,177.94,175.83,177.5,0.19,+0.11%,24898700
11/23/2020,179.25,181.99,178.73,180.82,3.32,+1.87%,24816000
11/24/2020,183.39,185.44,182.36,184.22,3.4,+1.88%,34945300
11/25/2020,183.5,184.3105,181.89,183.59,-0.63,-0.34%,21082700
11/27/2020,183.72,184.49,183.22,184.37,0.78,+0.42%,10384400
11/30/2020,183.82,184.32,180.32,181.02,-3.35,-1.82%,25481500
12/01/2020,183.6,184.22,181.0218,182.7,1.68,+0.93%,30324300
12/02/2020,181.95,183.48,180.76,182.89,0.19,+0.10%,20142800
12/03/2020,183.34,185.18,182.94,183.92,1.03,+0.56%,19603500
12/04/2020,185.02,188.45,183.9203,188.2,4.28,+2.33%,24415700
12/07/2020,188.23,188.9528,187.44,188.38,0.18,+0.10%,14671500
12/08/2020,187.12,190.98,187.08,190.8,2.42,+1.28%,20165500
12/09/2020,192.02,192.81,187.9,189.41,-1.39,-0.73%,29507600
12/10/2020,187.76,191.65,187.305,191.24,1.83,+0.97%,21245200
12/11/2020,189.99,191.72,188.3,190.3,-0.94,-0.49%,30864900
12/14/2020,191.96,193.12,189.88,189.93,-0.37,-0.19%,32237600
12/15/2020,191.76,194.9,190.73,194.68,4.75,+2.50%,26906300
12/16/2020,195.13,195.21,192.96,193.98,-0.7,-0.36%,25484600
12/17/2020,194.73,196.38,194.055,196.29,2.31,+1.19%,23834100
12/18/2020,196.61,197.83,194.8,195.34,-0.95,-0.48%,37033300
12/21/2020,191.9,195.78,191.48,195.24,-0.1,-0.05%,30872900
12/22/2020,195.99,197.72,195.39,197.46,2.22,+1.14%,22031400
12/23/2020,198.57,199.645,197.9045,199.14,1.68,+0.85%,18392000
12/24/2020,199.93,199.94,198.06,199.01,-0.13,-0.07%,8904800
12/28/2020,201.16,201.18,198.13,198.27,-0.74,-0.37%,27168400
12/29/2020,198.64,199,193.44,194.43,-3.84,-1.94%,33901200
12/30/2020,195.05,197.48,195.025,196.41,1.98,+1.02%,20595600
12/31/2020,196.62,196.8399,194.62,196.06,-0.35,-0.18%,24747700
01/04/2021,197.54,197.89,190.94,193.5,-2.56,-1.31%,33664200
01/05/2021,193.09,197.615,193.07,196.49,2.99,+1.55%,27442900
01/06/2021,199.48,206.78,199.16,204.53,8.04,+4.09%,52952200
01/07/2021,205.71,208.52,205.7,208.17,3.64,+1.78%,24031300
01/08/2021,209.32,209.77,204.6581,207.72,-0.45,-0.22%,29016900
01/11/2021,205.09,208.12,204.83,207.54,-0.18,-0.09%,21000500
01/12/2021,208.52,211.39,208.49,211.26,3.72,+1.79%,24892200
01/13/2021,211.43,211.73,209.19,209.75,-1.51,-0.71%,22782200
01/14/2021,211.24,215,211.13,213.94,4.19,+2.00%,33913700
01/15/2021,210.81,213.9553,208.26,210.75,-3.19,-1.49%,41043400
01/19/2021,213.34,213.61,211.72,213.45,2.7,+1.28%,19744300
01/20/2021,214.36,215.98,213.07,214.39,0.94,+0.44%,25385000
01/21/2021,214.97,215.155,211.95,212.53,-1.86,-0.87%,21236900
