Time,Open,High,Low,Last,Change,%Chg,Volume
05/31/2019,146.19,146.84,145.32,145.86,-2.07,-1.40%,25411300
06/03/2019,146.13,147.205,145.33,146.37,0.51,+0.35%,26554400
06/04/2019,147.92,150.29,146.4238,150.16,3.79,+2.59%,21217500
06/05/2019,150.76,150.885,148.61,150.19,0.03,+0.02%,18184000
06/06/2019,150.12,150.52,148.31,149.8,-0.39,-0.26%,20772400
06/07/2019,150.02,151.51,150.02,150.86,1.06,+0.71%,17107400
06/10/2019,151.45,153.14,151.45,151.75,0.89,+0.59%,18912300
06/11/2019,152.87,153.23,150.58,151.3,-0.45,-0.30%,15373000
06/12/2019,151.18,151.78,150.62,151.47,0.17,+0.11%,11957500
06/13/2019,152.31,153.18,151.87,153.07,1.6,+1.06%,14839300
06/14/2019,152.88,152.94,151.72,151.73,-1.34,-0.88%,16154700
06/17/2019,151.87,152.895,151.67,152.24,0.51,+0.34%,12509300
06/18/2019,153.27,155.15,152.258,154.01,1.77,+1.16%,22100700
06/19/2019,154.19,154.7025,153.4,154.56,0.55,+0.36%,15625000
06/20/2019,156.05,156.22,154.44,155.29,0.73,+0.47%,17595700
06/21/2019,155.13,155.17,153.61,153.95,-1.34,-0.86%,19854400
06/24/2019,154.36,154.41,152,152.08,-1.87,-1.21%,24002600
06/25/2019,152.31,152.5,151,151.15,-0.93,-0.61%,17462100
06/26/2019,151.15,152.22,150.76,150.8,-0.35,-0.23%,15726800
06/27/2019,151.24,153.77,151.24,153.63,2.83,+1.88%,22278400
06/28/2019,153.95,156.02,153.94,155.5,1.87,+1.22%,35089800
07/01/2019,157.54,158.03,155.22,156.1,0.6,+0.39%,23151300
07/02/2019,156.02,156.1175,154.26,155.15,-0.95,-0.61%,19024600
07/03/2019,155.6,156.34,155.17,156.26,1.11,+0.72%,9115100
07/05/2019,155.49,156.74,154.86,156.68,0.42,+0.27%,14156600
07/08/2019,156.21,156.48,154.89,155.19,-1.49,-0.95%,9735700
07/09/2019,154.54,155.43,154.48,155.4,0.21,+0.14%,12381500
07/10/2019,156.2,156.56,154.85,155.67,0.27,+0.17%,17325400
07/11/2019,155.89,155.94,154.215,154.91,-0.76,-0.49%,14260800
07/12/2019,155.14,156.67,154.88,156.11,1.2,+0.77%,16678000
07/15/2019,156.56,156.59,154.85,155.29,-0.82,-0.53%,12194200
07/16/2019,155.13,156.2,154.67,155.24,-0.05,-0.03%,15152600
07/17/2019,155.24,155.34,153.73,154.13,-1.11,-0.72%,14155000
07/18/2019,154.08,155.01,153.73,154.71,0.58,+0.38%,15746800
07/19/2019,154.94,155.43,153.82,153.82,-0.89,-0.58%,17182600
07/22/2019,154.24,154.7,153.4,153.68,-0.14,-0.09%,14481900
07/23/2019,154.28,154.72,153.54,154.7,1.02,+0.66%,15493200
07/24/2019,154.29,157.45,154.12,157.26,2.56,+1.65%,23823100
07/25/2019,157.18,157.24,155.09,155.36,-1.9,-1.21%,17902500
07/26/2019,155.58,157.415,155.5,157.2,1.84,+1.18%,14260200
07/29/2019,157.19,157.36,155.6,156.15,-1.05,-0.67%,13192100
07/30/2019,155.06,157.84,154.71,157.84,1.69,+1.08%,20743100
07/31/2019,157.78,159.23,155.55,156.56,-1.28,-0.81%,40445800
08/01/2019,156.88,158.17,153.59,154.29,-2.27,-1.45%,38070100
08/02/2019,153.35,153.75,151.28,152.58,-1.71,-1.11%,30148300
08/05/2019,149.78,149.915,146.2072,148,-4.58,-3.00%,39221500
08/06/2019,148.9,149.7,147.38,149.36,1.36,+0.92%,24283300
08/07/2019,147.92,149.71,146.69,149.32,-0.04,-0.03%,23952100
08/08/2019,150.15,152.63,149.99,152.54,3.22,+2.16%,19415500
08/09/2019,152.09,152.15,150.03,150.62,-1.92,-1.26%,19313200
08/12/2019,149.81,150.12,148.33,148.67,-1.95,-1.29%,15576400
08/13/2019,148.34,151.79,147.67,150.27,1.6,+1.08%,21952900
08/14/2019,147.95,147.98,145.72,146.07,-4.2,-2.79%,28235700
08/15/2019,146.62,146.67,144.791,145.49,-0.58,-0.40%,24281900
08/16/2019,146.14,148.91,146.11,148.63,3.14,+2.16%,23945300
08/19/2019,150.32,150.89,149.95,150.13,1.5,+1.01%,17031800
08/20/2019,149.92,150.01,148.99,149.15,-0.98,-0.65%,13326600
08/21/2019,150.62,150.65,149.79,150.38,1.23,+0.82%,13794600
08/22/2019,150.67,151.08,149.14,150.03,-0.35,-0.23%,12982200
08/23/2019,149.22,150.11,144.93,145.43,-4.6,-3.07%,36977600
08/26/2019,146.8,147.05,145.71,147.03,1.6,+1.10%,19188100
08/27/2019,147.96,148.02,144.68,144.85,-2.18,-1.48%,24565200
08/28/2019,144.56,147.385,144.25,146.54,1.69,+1.17%,20134600
08/29/2019,148.15,149.29,147.96,149.11,2.57,+1.75%,18795100
08/30/2019,149.89,149.97,148.04,148.84,-0.27,-0.18%,18729000
09/03/2019,147.45,148.315,146,146.66,-2.18,-1.46%,20704400
09/04/2019,148.01,148.36,147.175,147.84,1.18,+0.80%,13121000
09/05/2019,149.85,151.91,149.37,150.59,2.75,+1.86%,25681600
09/06/2019,150.7,151.23,149.83,149.9,-0.69,-0.46%,14645800
09/09/2019,150.57,152.24,150.06,151.91,2.01,+1.34%,25780000
09/10/2019,151.68,153.95,150.89,153.85,1.94,+1.28%,29576100
09/11/2019,154.52,157.16,153.555,157,3.15,+2.05%,42970500
09/12/2019,157.18,157.9,155.57,157.04,0.04,+0.03%,38648300
09/13/2019,157.85,158.92,157.13,157.31,0.27,+0.17%,31042700
09/16/2019,156.97,158.75,156.7,157.9,0.59,+0.38%,23242500
09/17/2019,157.36,157.575,156.45,157.49,-0.41,-0.26%,23025000
09/18/2019,157.48,157.5,155.065,156.52,-0.97,-0.62%,19845700
09/19/2019,156.8,157.82,155.525,155.76,-0.76,-0.49%,21945200
09/20/2019,155.64,156.65,154.45,155.43,-0.33,-0.21%,23570000
09/23/2019,154.86,155.95,154.56,155.31,-0.12,-0.08%,15461600
09/24/2019,155.15,155.29,151.84,152.43,-2.88,-1.85%,28353000
09/25/2019,152.28,154.36,151.8,154.1,1.67,+1.10%,22137000
09/26/2019,153.92,153.92,151.95,152.38,-1.72,-1.12%,21122200
09/27/2019,152.82,153.22,150.5,151.16,-1.22,-0.80%,20183200
09/30/2019,151.37,152.26,150.79,151.34,0.18,+0.12%,18105200
10/01/2019,152.11,153.35,148.05,148.37,-2.97,-1.96%,34571400
10/02/2019,147.63,147.63,145.86,147.25,-1.12,-0.75%,25066200
10/03/2019,146.69,147.94,144.93,147.74,0.49,+0.33%,26257800
10/04/2019,147.99,149.25,147.12,149.14,1.4,+0.95%,18821800
10/07/2019,148.78,150.07,148.12,148.88,-0.26,-0.17%,16064700
10/08/2019,147.42,147.93,146.11,146.46,-2.42,-1.63%,18411800
10/09/2019,147.54,147.6874,146.64,147.13,0.67,+0.46%,11050800
10/10/2019,147.34,148.5,147.1,147.72,0.59,+0.40%,16519900
10/11/2019,149.79,151.96,147.6865,150.22,2.5,+1.69%,29572300
10/14/2019,149.91,150.3257,149.1,149.67,-0.55,-0.37%,10965100
10/15/2019,150.17,152.13,149.79,151.39,1.72,+1.15%,18016600
10/16/2019,151.21,152.27,151.14,151.55,0.16,+0.11%,13177500
10/17/2019,152.29,153.51,152.05,153.34,1.79,+1.18%,13459900
10/18/2019,152.93,153.5,151.45,152.61,-0.73,-0.48%,14490900
10/21/2019,154.17,154.98,153.905,154.04,1.43,+0.94%,17467200
10/22/2019,154.2,155.05,153.74,154.21,0.17,+0.11%,12679800
10/23/2019,154.34,154.75,153.55,154.4,0.19,+0.12%,8769300
10/24/2019,154.95,155.06,153.47,154.18,-0.22,-0.14%,8687000
10/25/2019,153.91,155.53,153.9,155,0.82,+0.53%,10531400
10/28/2019,155.66,156.98,155.0061,156.34,1.34,+0.86%,15392300
10/29/2019,156.01,157.34,155.86,156.85,0.51,+0.33%,11978300
10/30/2019,156.79,156.81,155.28,156.33,-0.52,-0.33%,14451500
10/31/2019,156.1,156.1,154.24,155.45,-0.88,-0.56%,17344200
11/01/2019,156.4,158.185,156.05,158.1,2.65,+1.70%,18421500
11/04/2019,159.4,159.7,158.47,158.95,0.85,+0.54%,16182000
11/05/2019,159.4,160.46,158.97,159.15,0.2,+0.13%,13760200
11/06/2019,158.99,158.99,157.81,158.23,-0.92,-0.58%,16025400
11/07/2019,159.74,160.17,158.17,158.65,0.42,+0.27%,13448900
11/08/2019,158.28,159.27,157.95,159.08,0.43,+0.27%,11985600
11/11/2019,158.03,158.9,157.88,158.78,-0.3,-0.19%,10525600
11/12/2019,158.93,159.88,158.49,158.83,0.05,+0.03%,14313100
11/13/2019,157.74,158.5,157.19,158.15,-0.68,-0.43%,14689000
11/14/2019,157.93,158.91,157.7938,158.1,-0.05,-0.03%,13134800
11/15/2019,159.23,159.29,158.35,158.92,0.82,+0.52%,13121600
11/18/2019,158.72,158.74,157.94,158.52,-0.4,-0.25%,10780100
11/19/2019,159.11,159.7,158.31,159.11,0.59,+0.37%,15212200
11/20/2019,158.55,159.595,157.26,158.51,-0.6,-0.38%,21332200
11/21/2019,158.82,158.89,157.23,157.73,-0.78,-0.49%,15388300
11/22/2019,158.31,158.54,157.35,158.22,0.49,+0.31%,13482300
11/25/2019,159.03,161.83,158.89,161.58,3.36,+2.12%,24776300
11/26/2019,161.75,162.54,161.29,161.69,0.11,+0.07%,15516600
11/27/2019,162.38,162.93,162.08,162.83,1.14,+0.71%,13222900
11/29/2019,162.41,162.795,161.67,161.77,-1.06,-0.65%,9988100
12/02/2019,162.15,162.21,159.91,160.19,-1.58,-0.98%,17242000
12/03/2019,158.82,160.1183,158.1,159.68,-0.51,-0.32%,14993000
12/04/2019,160.5,161.22,160.3,160.78,1.1,+0.69%,10842000
12/05/2019,161.47,161.65,160.45,160.94,0.16,+0.10%,11488900
12/06/2019,162.59,163.41,162.5,162.82,1.88,+1.17%,16486500
12/09/2019,162.75,163.155,162.39,162.51,-0.31,-0.19%,13871100
12/10/2019,162.41,162.96,161.94,162.61,0.1,+0.06%,13878100
12/11/2019,162.88,163.08,161.95,162.56,-0.05,-0.03%,19631200
12/12/2019,162.75,165.1,162.25,163.96,1.4,+0.86%,24875100
12/13/2019,163.73,164.81,162.55,163.33,-0.63,-0.38%,23339200
12/16/2019,164.06,164.845,163.735,163.88,0.55,+0.34%,20125100
12/17/2019,164.14,164.7,163.695,164.7,0.82,+0.50%,12990000
12/18/2019,165.06,165.28,164.32,165.02,0.32,+0.19%,15459700
12/19/2019,165.28,165.73,164.88,165.73,0.71,+0.43%,11931200
12/20/2019,166.15,166.41,165.72,165.97,0.24,+0.14%,25456000
12/23/2019,166.24,166.36,165.36,166.3,0.33,+0.20%,13378600
12/24/2019,166.45,166.7,166.04,166.68,0.38,+0.23%,4334500
12/26/2019,166.83,166.98,166.36,166.68,0,0.00%,9388300
12/27/2019,167.12,167.12,165.43,165.86,-0.82,-0.49%,12264800
12/30/2019,165.98,166.205,164.57,165.44,-0.42,-0.25%,14913100
12/31/2019,165.08,166.35,164.71,165.67,0.23,+0.14%,17368500
01/02/2020,166.74,166.75,164.2299,165.78,0.11,+0.07%,18298000
01/03/2020,163.74,165.41,163.7,165.13,-0.65,-0.39%,19309300
01/06/2020,163.85,165.54,163.54,165.35,0.22,+0.13%,17180100
01/07/2020,164.85,165.34,164.21,164.8,-0.55,-0.33%,11930200
01/08/2020,164.82,166.025,164.72,165.31,0.51,+0.31%,13836900
01/09/2020,166.12,166.45,165.26,165.51,0.2,+0.12%,11912300
01/10/2020,165.55,165.69,164.2,164.89,-0.62,-0.37%,15364000
01/13/2020,164.94,166.04,164.07,165.96,1.07,+0.65%,17284900
01/14/2020,165.14,167.59,164.98,166.57,0.61,+0.37%,18347600
01/15/2020,166.15,167.95,166.14,167.37,0.8,+0.48%,15437100
01/16/2020,168.59,169.865,168.43,169.53,2.16,+1.29%,19976200
01/17/2020,170.28,170.5586,168.67,169.07,-0.46,-0.27%,18306300
01/21/2020,168.36,168.9905,167.27,167.67,-1.4,-0.83%,17935100
01/22/2020,168.19,168.62,167.18,167.56,-0.11,-0.07%,14916300
01/23/2020,167.1,167.965,165.45,167.45,-0.11,-0.07%,15954200
01/24/2020,168.01,168.01,164.23,165.39,-2.06,-1.23%,20491300
01/27/2020,162.85,164.49,162.42,163.51,-1.88,-1.14%,18539000
01/28/2020,164.5,165.4,163.4901,164.87,1.36,+0.83%,16690300
01/29/2020,165.1,165.56,163.9,163.93,-0.94,-0.57%,14968700
01/30/2020,162.84,164.135,161.93,163.93,0,0.00%,21889600
01/31/2020,163.32,163.9195,160.03,160.53,-3.4,-2.07%,30439000
02/03/2020,161.6,162.93,161.49,162.32,1.79,+1.12%,17403600
02/04/2020,164.31,165.31,164.16,164.77,2.45,+1.51%,15994100
02/05/2020,166.48,167.53,165.685,167.31,2.54,+1.54%,17807000
02/06/2020,167.89,168.15,166.76,166.93,-0.38,-0.23%,14768800
02/07/2020,166.29,166.36,164.4,164.88,-2.05,-1.23%,18029600
02/10/2020,164.56,165.89,164.46,165.81,0.93,+0.56%,11428800
02/11/2020,166.79,167.96,166.2679,166.96,1.15,+0.69%,15005500
02/12/2020,168.02,168.29,167.28,168.11,1.15,+0.69%,12122900
02/13/2020,167.22,168.95,167.11,168.55,0.44,+0.26%,12649200
02/14/2020,168.7,168.78,167.34,167.9,-0.65,-0.39%,16006200
02/18/2020,167.5,168.06,166.43,167.54,-0.36,-0.21%,13422300
02/19/2020,168.17,169.14,167.5344,168.4,0.86,+0.51%,11084600
02/20/2020,167.9,169.105,166.59,168.81,0.41,+0.24%,20383800
02/21/2020,168.15,168.628,166.3295,167.1,-1.71,-1.01%,18730700
02/24/2020,161.86,167.0623,161.095,162.07,-5.03,-3.01%,28239500
02/25/2020,162.52,162.76,155.96,156.31,-5.76,-3.55%,45046900
02/26/2020,157.05,158.49,154.215,154.5,-1.81,-1.16%,39581200
02/27/2020,151.35,155.01,148.815,149.06,-5.44,-3.52%,50530200
02/28/2020,144.85,149.1325,143.91,146.33,-2.73,-1.83%,72757600
03/02/2020,147.97,151.23,145.39,151.03,4.7,+3.21%,33569300
03/03/2020,151.09,154.2,146.31,147.95,-3.08,-2.04%,42941200
03/04/2020,150.28,152.45,148.52,152.16,4.21,+2.85%,36195800
03/05/2020,148.84,152.4823,145.485,147.32,-4.84,-3.18%,32729400
03/06/2020,142.71,145.98,140.99,144.4,-2.92,-1.98%,39688300
03/09/2020,134.13,136.17,130.26,130.36,-14.04,-9.72%,56319900
03/10/2020,134.71,134.8,128.02,134.43,4.07,+3.12%,54432600
03/11/2020,130.92,132.27,124.17,125.88,-8.55,-6.36%,51521200
03/12/2020,116.77,119.9,111.6,111.97,-13.91,-11.05%,70114200
03/13/2020,118.31,119.96,109.55,119.47,7.5,+6.70%,57915100
03/16/2020,108.62,111.3,101.43,103.62,-15.85,-13.27%,59095600
03/17/2020,104.96,110.5,100.61,108.37,4.75,+4.58%,59344800
03/18/2020,103.05,106.775,96.25,99.97,-8.4,-7.75%,62296600
03/19/2020,99.66,106.8,95.69,103.87,3.9,+3.90%,62654600
03/20/2020,106.12,108.76,100.45,101.4,-2.47,-2.38%,76203696
03/23/2020,101.9,102.18,95.91,99.9,-1.5,-1.48%,63534700
03/24/2020,105.37,109.33,99.9337,109.04,9.14,+9.15%,73386600
03/25/2020,109.48,114,106.02,109.97,0.93,+0.85%,56043600
03/26/2020,111.54,117.6,111.2,116.81,6.84,+6.22%,51657500
03/27/2020,112.25,116.02,110.87,112.56,-4.25,-3.64%,39931400
03/30/2020,113.24,115.26,110.8,115.04,2.48,+2.20%,41552100
03/31/2020,114.6,116.17,111.955,114.46,-0.58,-0.50%,52948000
04/01/2020,108.7,110.38,105.525,106.66,-7.8,-6.81%,54224200
04/02/2020,105.72,110.39,104.565,107.67,1.01,+0.95%,43774100
04/03/2020,106.59,108,102.6,104.62,-3.05,-2.83%,42189200
04/06/2020,109.09,113.34,109.02,112.63,8.01,+7.66%,48708100
04/07/2020,116.88,118.64,112.39,112.92,0.29,+0.26%,57546000
04/08/2020,114.88,119.24,113.2856,118.07,5.15,+4.56%,52822200
04/09/2020,121.92,124.61,121.325,123.72,5.65,+4.79%,69666400
04/13/2020,122.85,123.51,119.115,120.37,-3.35,-2.71%,40198100
04/14/2020,123.9,124.88,121.3,122.81,2.44,+2.03%,35089700
04/15/2020,117.86,119.11,116.66,117.8,-5.01,-4.08%,34809800
04/16/2020,118.09,118.42,114.555,116.91,-0.89,-0.76%,49501200
04/17/2020,121.9,122.72,120.06,122.06,5.15,+4.41%,46250100
04/20/2020,119.59,122.9,119.04,120.62,-1.44,-1.18%,36700500
04/21/2020,117.42,119.24,116.48,117.74,-2.88,-2.39%,31608900
04/22/2020,120.32,120.99,118.77,119.17,1.43,+1.21%,24407100
04/23/2020,120.11,122.9,119.68,120.34,1.17,+0.98%,38571200
04/24/2020,121.53,123.32,120.09,122.41,2.07,+1.72%,27155700
04/27/2020,123.95,128.44,123.86,127.26,4.85,+3.96%,39021200
04/28/2020,131.12,131.46,127.28,129.11,1.85,+1.45%,47292700
04/29/2020,133.49,136.845,131.875,135.46,6.35,+4.92%,50390500
04/30/2020,131.9,132.94,130.14,130.31,-5.15,-3.80%,43727500
05/01/2020,127.15,127.46,123.29,125.14,-5.17,-3.97%,43352000
05/04/2020,123.6,125.9,122.25,125.68,0.54,+0.43%,28498200
05/05/2020,128.07,129.92,126.1,126.65,0.97,+0.77%,31209300
05/06/2020,127.49,128.2,125,125.72,-0.93,-0.73%,29836700
05/07/2020,127.39,128.5,126.55,127.44,1.72,+1.37%,27492900
05/08/2020,130.16,132.75,129.19,132.36,4.92,+3.86%,32162000
05/11/2020,130.41,132.95,129.332,131.7,-0.66,-0.50%,33983100
05/12/2020,132.26,132.29,126.84,126.97,-4.73,-3.59%,44275200
05/13/2020,125.65,126.08,120.41,122.72,-4.25,-3.35%,58719300
05/14/2020,119.97,123.27,117.18,123.12,0.4,+0.33%,55904200
05/15/2020,122.01,125.53,121.46,125.08,1.96,+1.59%,40236600
05/18/2020,131.45,133.39,130.83,132.68,7.6,+6.08%,47075300
05/19/2020,132.22,133.45,130.055,130.06,-2.62,-1.97%,30269900
05/20/2020,132.73,134.98,132.3826,134,3.94,+3.03%,35901300
05/21/2020,134.05,135.06,132.5787,134.24,0.24,+0.18%,32716500
05/22/2020,134.67,135.05,133.02,134.89,0.65,+0.48%,24035200
05/26/2020,140.09,140.375,134.9893,138.78,3.89,+2.88%,36971000
05/27/2020,141.57,143.5,137.33,143.09,4.31,+3.11%,42681900
05/28/2020,144.74,144.74,137.58,139.7,-3.39,-2.37%,42164000
05/29/2020,138.3,139.28,136.41,138.9,-0.8,-0.57%,41628700
06/01/2020,139.26,141.67,138.61,140.23,1.33,+0.96%,25664200
06/02/2020,141.07,141.855,139.56,141.39,1.16,+0.83%,24666200
06/03/2020,143.67,146.07,143.11,144.8,3.41,+2.41%,36111700
06/04/2020,143.84,145.6,143.182,144.59,-0.21,-0.15%,28904700
06/05/2020,150.86,152.315,149.55,150.18,5.59,+3.87%,53513300
06/08/2020,152.35,153.39,151.63,153.09,2.91,+1.94%,33834200
06/09/2020,150.86,151.77,149.06,150.26,-2.83,-1.85%,39645900
06/10/2020,150.09,150.26,145.9,146.18,-4.08,-2.72%,51774500
06/11/2020,140.15,141.0323,134.77,135.03,-11.15,-7.63%,72041400
06/12/2020,140.33,141.02,134.15,138.27,3.24,+2.40%,63864800
06/15/2020,133.28,142.06,133.28,140.99,2.72,+1.97%,57354700
06/16/2020,146.69,146.69,141.03,144.38,3.39,+2.40%,48957000
06/17/2020,144.59,144.99,141.32,141.77,-2.61,-1.81%,34811400
06/18/2020,140.37,143.31,139.81,141.72,-0.05,-0.04%,26974000
06/19/2020,144.42,144.51,139.84,140.99,-0.73,-0.52%,50293800
06/22/2020,140.24,142.56,138.83,142.4,1.41,+1.00%,28983200
06/23/2020,144.32,144.66,142.65,143,0.6,+0.42%,20344100
06/24/2020,141.1,141.6,136.31,138.36,-4.64,-3.24%,42998600
06/25/2020,137.71,140.58,136.29,140.45,2.09,+1.51%,37191200
06/26/2020,139.48,139.83,136.49,136.67,-3.78,-2.69%,39100000
06/29/2020,138.71,141.985,137.1,141.14,4.47,+3.27%,33935200
06/30/2020,140.67,143.62,140.59,143.18,2.04,+1.45%,32865800
07/01/2020,143.65,144.51,141.24,141.82,-1.36,-0.95%,26457400
07/02/2020,144.56,145.28,141.8909,142.4,0.58,+0.41%,24022300
07/06/2020,145.32,145.6966,142.93,143.43,1.03,+0.72%,19858100
07/07/2020,142.18,143.435,140.48,140.89,-2.54,-1.77%,22661000
07/08/2020,140.76,142.5,139.1,141.94,1.05,+0.75%,27358900
07/09/2020,142.02,142.35,137.24,139.07,-2.87,-2.02%,34647800
07/10/2020,139.14,141.5,138.455,141.31,2.24,+1.61%,24008200
07/13/2020,142.8,144.64,139.39,139.52,-1.79,-1.27%,34235400
07/14/2020,139.43,141.98,138.64,141.83,2.31,+1.66%,28113900
07/15/2020,145.42,147.78,144.79,147.03,5.2,+3.67%,40770000
07/16/2020,146.11,146.67,144.88,146.16,-0.87,-0.59%,30530800
07/17/2020,146.68,147.59,145.51,146.59,0.43,+0.29%,20644100
07/20/2020,146.12,146.85,145.15,145.96,-0.63,-0.43%,19663300
07/21/2020,147.47,149.16,147.2,148.03,2.07,+1.42%,24544700
07/22/2020,147.09,148.67,147.03,148.11,0.08,+0.05%,24424800
07/23/2020,147.98,150.2,146.7,148.26,0.15,+0.10%,21704800
07/24/2020,147.29,147.665,145.56,146.08,-2.18,-1.47%,20015500
07/27/2020,146.19,147.69,145.39,147.6,1.52,+1.04%,13370600
07/28/2020,147.07,148.04,146.06,146.13,-1.47,-1.00%,13268000
07/29/2020,147,149.4486,146.98,149.35,3.22,+2.20%,19864400
07/30/2020,147.14,149.12,146.33,148.76,-0.59,-0.40%,23618900
07/31/2020,148.14,148.42,144.67,147.36,-1.4,-0.94%,29936500
08/03/2020,148.29,149.97,147.22,149.76,2.4,+1.63%,20777000
08/04/2020,149.39,150.93,149.045,150.79,1.03,+0.69%,20284900
08/05/2020,152.29,153.89,151.78,153.79,3,+1.99%,18526800
08/06/2020,153.8,154.44,152.91,153.73,-0.06,-0.04%,18237700
08/07/2020,153.45,156.25,153.15,156.17,2.44,+1.59%,20475100
08/10/2020,156.65,158.83,156.65,157.79,1.62,+1.04%,24000500
08/11/2020,159.27,159.82,156.16,156.88,-0.91,-0.58%,30359300
08/12/2020,158.67,158.89,156.49,157.52,0.64,+0.41%,23402700
08/13/2020,156.99,158.53,156.65,157.19,-0.33,-0.21%,15799800
08/14/2020,156.28,157.7585,155.87,157.09,-0.1,-0.06%,13360900
08/17/2020,157.5,158.03,156.74,157.9,0.81,+0.52%,9744100
08/18/2020,157.85,157.85,155.71,156.39,-1.51,-0.96%,14647500
08/19/2020,156.93,158.04,156.19,156.4,0.01,+0.01%,14337200
08/20/2020,154.8,156.485,154.54,155.76,-0.64,-0.41%,15413000
08/21/2020,154.48,155.7178,153.6,154.61,-1.15,-0.74%,20685100
08/24/2020,155.86,156.27,154.33,156.23,1.62,+1.05%,13707100
08/25/2020,156.81,156.82,154.79,156.4,0.17,+0.11%,16269600
08/26/2020,156.5,156.77,155.1822,155.42,-0.98,-0.63%,13772700
08/27/2020,156.12,157,154.6301,155.8,0.38,+0.24%,17508300
08/28/2020,156.6,157.2,155.73,157.12,1.32,+0.85%,12371400
08/31/2020,157.19,157.37,155.3,155.43,-1.69,-1.08%,17051500
09/01/2020,155.22,157.31,154.45,157.21,1.78,+1.15%,15654100
09/02/2020,157.96,158.98,156.175,158.46,1.25,+0.80%,16763400
09/03/2020,158.12,158.29,152.96,153.78,-4.68,-2.95%,32117500
09/04/2020,155.71,155.89,149.29,152.8,-0.98,-0.64%,30618700
09/08/2020,151.18,152.48,149,149.86,-2.94,-1.92%,26447700
09/09/2020,151.43,152.7787,150.57,152.13,2.27,+1.51%,19254400
09/10/2020,152.83,153.875,150.055,150.15,-1.98,-1.30%,23005400
09/11/2020,150.92,151.05,147.675,149.15,-1,-0.67%,20850900
09/14/2020,150.59,153.43,150.37,153.08,3.93,+2.63%,21991200
09/15/2020,154.38,154.695,152.86,153.37,0.29,+0.19%,16175400
09/16/2020,154.11,156.85,153.84,154.82,1.45,+0.95%,22210800
09/17/2020,152.62,154.4,151.75,153.69,-1.13,-0.73%,20002800
09/18/2020,153.98,155.29,151.14,153.29,-0.4,-0.26%,38352700
09/21/2020,149.82,150.255,146.33,147.92,-5.37,-3.50%,40652500
09/22/2020,148.65,149.3,146.56,149.06,1.14,+0.77%,19385700
09/23/2020,148.41,149.43,143.98,144.07,-4.99,-3.35%,33403300
09/24/2020,144.04,146.53,142.09,144.07,0,0.00%,31723700
09/25/2020,143.44,146.85,143.35,146.41,2.34,+1.62%,20689200
09/28/2020,148.37,150.44,146.404,150.02,3.61,+2.47%,17600900
09/29/2020,149.85,150.28,148,149.34,-0.68,-0.45%,18703000
09/30/2020,149.9,151.97,148.49,149.79,0.45,+0.30%,29073700
10/01/2020,150.81,152.2,149.49,152.18,2.39,+1.60%,25871900
10/02/2020,149.41,153.58,148.99,152.85,0.67,+0.44%,29451900
10/05/2020,154.49,157.305,154.48,157.07,4.22,+2.76%,18553600
10/06/2020,158.5,161.01,156.34,156.62,-0.45,-0.29%,36347900
10/07/2020,158.59,160.56,158.4638,160.04,3.42,+2.18%,27049600
10/08/2020,161.72,162.28,160.58,161.86,1.82,+1.14%,37278500
10/09/2020,163.35,163.71,161.805,162.7,0.84,+0.52%,25038000
10/12/2020,163.4,164.24,162.6,163.79,1.09,+0.67%,20336100
10/13/2020,162.52,163.22,161.48,162.7,-1.09,-0.67%,20106400
10/14/2020,163.01,163.909,160.935,161.09,-1.61,-0.99%,19063400
10/15/2020,159.29,163.18,158.81,162.75,1.66,+1.03%,22865100
10/16/2020,163.21,163.7,162.31,162.35,-0.4,-0.25%,17643600
10/19/2020,162.88,164.03,160.03,160.41,-1.94,-1.19%,18360600
10/20/2020,161.56,162.45,160.34,160.76,0.35,+0.22%,18927600
10/21/2020,160.87,161.365,159.29,159.38,-1.38,-0.86%,17504000
10/22/2020,160.14,162.19,159.18,162.13,2.75,+1.73%,20673900
10/23/2020,163.07,163.33,161.25,163.07,0.94,+0.58%,20889800
10/26/2020,160.92,161.37,157.38,159.55,-3.52,-2.16%,26509900
10/27/2020,159.45,160.06,157.94,158.18,-1.37,-0.86%,20523000
10/28/2020,154.66,155.44,153.045,153.31,-4.87,-3.08%,32338700
10/29/2020,152.77,155.79,151.67,155.14,1.83,+1.19%,27203100
10/30/2020,154.32,155.28,151.39,153.09,-2.05,-1.32%,31732900
11/02/2020,154.77,155.89,153.665,155.82,2.73,+1.78%,25252000
11/03/2020,158.43,161.2301,158.06,160.24,4.42,+2.84%,30257300
11/04/2020,157.75,162.35,157.71,160.42,0.18,+0.11%,45226200
11/05/2020,162.01,165.58,161.91,164.91,4.49,+2.80%,31910900
11/06/2020,165.62,165.71,163.3,163.62,-1.29,-0.78%,24930300
11/09/2020,176.95,178.1,169.33,169.55,5.93,+3.62%,55052700
11/10/2020,171.2,173.33,169.75,172.7,3.15,+1.86%,35492100
11/11/2020,173.34,173.48,170.86,172.63,-0.07,-0.04%,23972600
11/12/2020,171.4,172.6383,168.34,169.98,-2.65,-1.54%,34011300
11/13/2020,171.35,174.1264,171.31,173.5,3.52,+2.07%,25494200
11/16/2020,176.49,177.78,175.4,177.63,4.13,+2.38%,31812200
11/17/2020,176.04,178.8,174.28,178.46,0.83,+0.47%,26154500
11/18/2020,178.94,179.715,175.86,175.96,-2.5,-1.40%,24377800
