Time,Open,High,Low,Last,Change,%Chg,Volume,1day %chg,2day %chg,3day %chg,4day %chg,5day %chg,9day %chg,13day %chg,20day %chg,% of 1day range,% of 2day range,% of 3day range,% of 4day range,% of 5day range,% of 9day range,% of 13day range,% of 20day range,1day high %above,2day high %above,3day high %above,4day high %above,5day high %above,9day high %above,13day high %above,20day high %above,1day low %above,2day low %above,3day low %above,4day low %above,5day low %above,9day low %above,13day low %above,20day low %above,1ma %above,2ma %above,3ma %above,4ma %above,5ma %above,9ma %above,13ma %above,20ma %above,49ma %above,1vwap %above,2vwap %above,3vwap %above,4vwap %above,5vwap %above,9vwap %above,13vwap %above,20vwap %above,49vwap %above 
01/24/2014,115.7,115.74,113.22,113.45,-2.97,-2.55%,57138600,-0.61845,-1.28829,-0.78889,-0.1984,-0.55011,0.15582,1.70534,0.41659,-92.85714,-95.32164,-95.32164,-95.32164,-95.32164,18.73479,18.73479,18.73479,-0.92482,-1.42285,-1.42285,-1.42285,-1.42285,-1.42285,-1.42285,-1.42285,0.03458,0.03458,0.03458,0.03458,0.03458,2.15434,2.15434,2.15434,-0.5045,-0.82007,-0.7539,-0.6341,-0.59056,-0.10009,0.22433,0.34939,2.36485,-0.5045,-0.75699,-0.71201,-0.60602,-0.57511,0.01466,0.3055,0.41401,2.5391
01/27/2014,113.78,113.84,111.15,111.79,-1.66,-1.46%,60388300,0.29088,-2.26765,-2.92637,-2.43526,-1.85457,-0.14042,-0.81074,-1.25835,-55.55556,-68.53933,-73.01205,-73.01205,-73.01205,-73.01205,-73.01205,-73.01205,-1.69345,-2.56893,-3.0587,-3.0587,-3.0587,-3.0587,-3.0587,-3.0587,0.49461,0.49461,0.49461,0.49461,0.49461,0.49461,0.49461,0.49461,-0.31249,-1.24264,-1.75853,-1.88701,-1.89519,-1.6623,-1.43163,-1.27135,0.5768,-0.31249,-1.03379,-1.3955,-1.57425,-1.63224,-1.44816,-1.30111,-1.17115,0.74325
01/28/2014,111.93,112.99,111.79,112.97,1.18,+1.06%,43845000,0.12523,-1.3398,-3.85673,-4.50474,-4.02161,-2.95648,-2.55093,-2.80479,-42.00743,-66.01307,-72.2913,-74.91961,-74.91961,-74.91961,-74.91961,-74.91961,-1.67779,-3.29186,-4.15311,-4.63492,-4.63492,-4.63492,-4.63492,-4.63492,0.70175,0.70175,0.70175,0.70175,0.70175,0.70175,0.70175,0.70175,-0.29396,-1.12045,-2.01158,-2.60817,-2.86103,-3.07786,-2.87897,-2.74272,-1.10069,-0.29396,-1.09778,-1.73267,-2.09571,-2.35331,-2.69994,-2.60686,-2.5576,-0.93104
01/29/2014,111.88,112.58,111.02,111.34,-1.63,-1.44%,61930600,-0.96486,0.08051,-1.38387,-3.89967,-4.54739,-3.71773,-2.6199,-2.78912,-85.0,-45.72491,-68.19172,-74.0675,-76.52733,-76.52733,-76.52733,-76.52733,-0.98239,-1.72171,-3.33506,-4.19592,-4.67752,-4.67752,-4.67752,-4.67752,0.08051,0.65677,0.65677,0.65677,0.65677,0.65677,0.65677,0.65677,-0.62472,-0.48182,-0.98531,-1.70157,-2.25292,-2.89443,-2.78696,-2.6744,-1.18645,-0.62472,-0.4591,-1.00196,-1.52308,-1.84322,-2.47364,-2.48213,-2.47306,-1.01305
01/30/2014,112.33,113.65,112.04,113,1.66,+1.49%,40867900,0.88917,-0.56652,0.48305,-0.98722,-3.51314,-3.44679,-2.76143,-2.62656,67.94872,32.99492,-7.0922,-44.49153,-54.51389,-58.74016,-58.74016,-58.74016,-0.22206,-0.58412,-1.32642,-2.94626,-3.81058,-4.29411,-4.29411,-4.29411,1.17997,1.17997,1.17997,1.17997,1.17997,1.17997,1.17997,1.17997,0.61205,0.19177,0.14859,-0.28997,-0.92842,-2.09124,-2.18893,-2.1358,-0.80664,0.61205,0.26338,0.19023,-0.26953,-0.71722,-1.53754,-1.76548,-1.84954,-0.60464
01/31/2014,111.25,113,111.17,112.16,-0.84,-0.74%,49294700,-1.54867,-0.08083,-1.52253,-0.48305,-1.93918,-4.03692,-2.36089,-2.50635,-198.13665,-82.50951,-82.50951,-83.68794,-90.25424,-92.75591,-92.75591,-92.75591,-2.11175,-2.11175,-2.11175,-2.27512,-3.87938,-5.21428,-5.21428,-5.21428,-0.70511,0.20717,0.20717,0.20717,0.20717,0.20717,0.20717,0.20717,-1.45856,-0.91,-1.0016,-0.97615,-1.29069,-2.72295,-2.98291,-2.97034,-1.8044,-1.45856,-0.79684,-0.91301,-0.90913,-1.26407,-2.26712,-2.57496,-2.67894,-1.60419
02/03/2014,111.87,112.2,108.15,108.65,-3.51,-3.13%,91709504,-0.25856,-1.0,0.47602,-0.97371,0.07156,-4.07306,-3.0085,-2.4588,-23.49727,-43.54839,-35.36122,-35.36122,-39.71631,-73.22835,-73.22835,-73.22835,-1.0,-1.56621,-1.56621,-1.56621,-1.7305,-4.68604,-4.68604,-4.68604,0.62967,0.62967,0.76563,0.76563,0.76563,0.76563,0.76563,0.76563,-0.21408,-0.56295,-0.30991,-0.39103,-0.38231,-1.80813,-2.30329,-2.33675,-1.3003,-0.21408,-0.53044,-0.23429,-0.32392,-0.32946,-1.40543,-1.8615,-2.01401,-1.09319
02/04/2014,109.2,109.95,108.4,109.47,0.82,+0.75%,53173700,0.50621,-2.63909,-3.36283,-1.92204,-3.33717,-6.83389,-6.0241,-4.00844,-48.14815,-56.70103,-61.81818,-61.81818,-61.81818,-77.22343,-77.22343,-77.22343,-2.6738,-3.36283,-3.91553,-3.91553,-3.91553,-6.96089,-6.96089,-6.96089,0.97087,0.97087,0.97087,0.97087,0.97087,0.97087,0.97087,0.97087,-0.42553,-1.52255,-2.1135,-2.133,-2.30869,-3.51589,-4.29147,-4.46334,-3.65955,-0.42553,-1.19511,-1.67009,-1.80305,-1.9882,-2.95604,-3.56551,-3.91677,-3.37927
02/05/2014,108.81,109.15,107.27,108.65,-0.82,-0.75%,60669900,-0.6029,0.14726,-2.9868,-3.70796,-2.27232,-6.53668,-6.47241,-5.14341,-47.09677,-67.40741,-72.78351,-76.0,-76.0,-84.70452,-85.6833,-85.6833,-1.03683,-3.02139,-3.70796,-4.25869,-4.25869,-6.8248,-7.29318,-7.29318,0.37823,0.61026,0.61026,0.61026,0.61026,0.61026,0.61026,0.61026,-0.42401,-0.6029,-1.39556,-1.9612,-2.07766,-3.12308,-4.19774,-4.59699,-3.97757,-0.42401,-0.65038,-1.24273,-1.66443,-1.84847,-2.81162,-3.48563,-4.00251,-3.67863
02/06/2014,108.88,109.97,108.85,109.51,0.86,+0.79%,57619700,0.21169,-0.53896,0.21169,-2.92439,-3.64602,-4.02821,-6.08126,-5.20634,71.2766,20.14925,-34.6856,-43.80454,-49.52978,-61.98347,-68.11881,-68.11881,-0.24737,-0.97317,-2.959,-3.64602,-4.1971,-5.92708,-7.23353,-7.23353,1.50089,1.50089,1.50089,1.50089,1.50089,1.50089,1.50089,1.50089,0.48297,0.05973,-0.20063,-0.88453,-1.43098,-2.29428,-3.62524,-4.27108,-3.85895,0.48297,0.08749,-0.27319,-0.7885,-1.18066,-2.11812,-2.95722,-3.60691,-3.50471
02/07/2014,109.97,110.84,109.5,110.75,1.24,+1.13%,52626400,0.42005,1.21491,0.45675,1.21491,-1.95257,-1.62805,-5.70228,-4.28236,100.0,100.0,100.0,9.53347,-5.75916,-17.80822,-46.53465,-46.53465,0.0,0.0,0.0,-1.98752,-2.68142,-3.39951,-6.30485,-6.30485,1.02894,2.51701,2.51701,2.51701,2.51701,2.51701,2.51701,2.51701,0.48122,0.98255,0.86729,0.71896,0.1822,-0.85217,-2.22281,-3.09007,-2.85231,0.48122,0.99555,0.88425,0.67166,0.25558,-0.67581,-1.63261,-2.39525,-2.45788
02/10/2014,110.79,111.09,109.96,111.04,0.29,+0.26%,38261700,0.03612,1.16884,1.96963,1.20581,1.96963,-1.92972,-5.47735,-4.09453,92.53731,94.97487,97.19888,97.19888,42.79919,10.34483,-30.29703,-30.29703,-0.04511,-0.04511,-0.04511,-0.04511,-1.25668,-2.5165,-5.6062,-5.6062,1.17808,1.78227,3.28144,3.28144,3.28144,3.28144,3.28144,3.28144,0.3866,0.80677,1.28188,1.30838,1.25144,0.07728,-1.08375,-2.17564,-2.08879,0.3866,0.82588,1.32533,1.34018,1.24825,0.26261,-0.62393,-1.49056,-1.67535
02/11/2014,111.12,112.34,110.87,112.03,0.99,+0.89%,44404400,0.07205,0.33409,1.47019,2.27335,1.50726,-0.19759,-4.55248,-2.47499,105.30973,103.77358,102.67857,101.57068,101.57068,20.68966,-19.0326,-23.76238,0.02701,0.02701,0.02701,0.02701,0.02701,-2.22613,-4.84672,-5.32504,1.05493,1.47945,2.08544,3.58907,3.58907,3.58907,3.58907,3.58907,0.38243,0.53379,0.86434,1.28059,1.3622,0.5658,-0.35593,-1.69098,-1.75244,0.38243,0.55776,0.93352,1.39716,1.45637,0.71219,-0.12002,-1.05834,-1.34046
02/12/2014,112.2,113.01,111.97,112.47,0.44,+0.39%,42324200,0.15175,1.04467,1.30926,2.4564,3.26737,-0.70796,-1.10181,-2.72239,80.95238,88.23529,90.14085,91.97708,94.47732,54.54545,16.41086,-2.37624,-0.12462,-0.12462,-0.12462,-0.12462,-0.12462,-1.27585,-3.05858,-4.40487,1.1996,2.0371,2.46575,3.07763,4.59588,4.59588,4.59588,4.59588,0.40568,0.87962,1.1398,1.48106,1.88761,1.53302,0.9286,-0.62633,-0.76245,0.40568,0.84425,1.16162,1.56321,2.03087,1.72606,1.05436,0.01132,-0.35594
02/13/2014,111.38,114.07,111.36,113.9,1.43,+1.27%,42102300,-0.96915,-0.5802,0.3062,0.56885,1.70761,-0.69544,-0.36676,-4.14802,-213.46154,-52.33645,-6.88525,7.12251,21.63462,43.20557,25.11416,-18.61386,-1.44235,-1.44235,-1.44235,-1.44235,-1.44235,-1.44235,-2.16093,-5.10352,-0.52693,0.46,1.29138,1.71689,2.3243,3.83145,3.83145,3.83145,-0.98089,-0.65558,-0.23488,0.05165,0.39058,0.83288,0.30573,-1.24208,-1.48333,-0.98089,-0.64775,-0.26389,0.08433,0.49194,1.00822,0.46639,-0.6261,-1.07939
02/14/2014,113.64,114.21,113.14,114.06,0.16,+0.14%,33396500,-0.22827,1.04028,1.43712,2.3415,2.60948,4.59273,0.59308,-2.32078,68.26568,68.26568,73.125,79.07543,81.18162,87.35294,87.35294,26.13861,-0.37696,-0.37696,-0.37696,-0.37696,-0.37696,-0.37696,-0.37696,-3.17798,2.04741,2.04741,2.49842,3.34667,3.78082,5.93829,5.93829,5.93829,0.46857,0.74766,1.06124,1.45598,1.75501,2.77549,2.2808,0.89181,0.49371,0.46857,0.74839,1.07243,1.43137,1.79546,3.00195,2.491,1.46867,0.90594
02/18/2014,114.41,115.45,114.14,115.25,1.19,+1.04%,33666600,0.30686,0.44776,1.7249,2.12443,3.03494,4.51265,2.75732,-1.31114,137.38318,114.03509,114.03509,111.97605,109.41176,105.76369,105.76369,41.38614,0.17512,0.17512,0.17512,0.17512,0.17512,0.17512,0.17512,-2.52194,1.1225,2.73886,2.73886,3.19293,4.04693,6.6561,6.6561,6.6561,0.53308,0.84026,1.12946,1.44004,1.81724,3.04353,2.88693,1.68286,1.1315,0.53308,0.8758,1.17489,1.50283,1.85107,3.31013,3.15355,2.19116,1.54889
02/19/2014,114.9,115.64,113.98,114.07,-1.18,-1.02%,44064900,-0.30369,0.73645,0.87796,2.16058,2.56181,5.75242,1.68142,-1.47488,16.03053,52.38095,73.10513,73.10513,75.98253,86.55257,86.55257,51.08911,-0.4764,-0.4764,-0.4764,-0.4764,-0.4764,-0.4764,-0.4764,-2.10446,0.66585,1.55559,3.17888,3.17888,3.63489,7.11289,7.11289,7.11289,-0.0406,0.45902,0.83075,1.15698,1.48563,2.90064,3.09224,2.16693,1.50323,-0.0406,0.45699,0.88812,1.2371,1.59203,3.24695,3.46368,2.64423,1.92873
02/20/2014,114.2,115.54,113.91,115.3,1.23,+1.08%,35941000,0.11397,-0.91106,0.12274,0.26339,1.53819,4.28271,1.81883,-2.56804,-73.49398,-73.49398,-15.2,32.71028,32.71028,57.58468,65.5914,37.22772,-1.24524,-1.24524,-1.24524,-1.24524,-1.24524,-1.24524,-1.24524,-2.70086,0.19302,0.19302,0.93689,2.55029,2.55029,4.91502,6.46033,6.46033,-0.31715,-0.48364,-0.20778,0.08253,0.36796,1.64597,2.34644,1.62855,0.84897,-0.31715,-0.4614,-0.21937,0.10292,0.40756,1.85891,2.71928,2.03598,1.26791
02/21/2014,115.62,116.11,115.4,115.66,0.36,+0.31%,34815600,0.27754,1.35881,0.32104,1.3677,1.5101,4.39729,6.41509,-0.68717,109.81595,97.68786,97.68786,98.4,99.06542,99.34853,99.5221,75.60463,0.06924,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.99332,1.50119,1.50119,1.50119,2.19197,3.82543,5.58904,7.7841,7.7841,0.61204,0.76695,0.70649,0.92748,1.18318,2.35582,3.41895,2.98892,2.05685,0.61204,0.78271,0.7243,0.92101,1.20705,2.49078,3.86541,3.31884,2.48574
02/24/2014,115.84,117.31,115.76,116.51,0.85,+0.73%,43116000,0.15563,0.46834,1.55168,0.51193,1.56058,4.32277,5.81895,2.10665,23.94366,75.45455,75.45455,75.45455,81.81818,91.21951,93.8914,93.8914,-0.23254,-0.23254,-0.23254,-0.23254,-0.23254,-0.23254,-0.23254,-0.23254,0.38128,1.69432,1.69432,1.69432,2.38642,5.3474,7.98919,7.98919,0.10082,0.45092,0.6711,0.6976,0.91413,2.01274,3.18573,3.21078,2.17791,0.10082,0.45651,0.70796,0.72365,0.9177,2.08887,3.56825,3.53914,2.61588
02/25/2014,116.66,117.24,116.18,116.63,0.12,+0.10%,28488400,0.12874,0.8646,1.17953,2.27054,1.22343,4.13282,7.3723,4.35638,16.12903,31.93717,61.76471,61.76471,61.76471,79.81366,87.05179,87.05179,-0.55409,-0.55409,-0.55409,-0.55409,-0.55409,-0.55409,-0.55409,-0.55409,0.77747,1.09185,2.41419,2.41419,2.41419,5.22233,8.75361,8.75361,0.11442,0.46071,0.81037,1.06339,1.14853,2.15213,3.40224,3.83084,2.78334,0.11442,0.42371,0.76624,1.06083,1.13607,2.20591,3.74349,4.20309,3.20744
02/26/2014,116.71,118.11,116.43,117.35,0.72,+0.62%,40808400,0.06859,0.17166,0.90783,1.2229,2.31437,3.76989,6.57474,3.31061,-0.0,22.58065,37.17277,64.70588,64.70588,79.83193,85.8156,88.04781,-0.45206,-0.51147,-0.51147,-0.51147,-0.51147,-0.51147,-0.51147,-0.51147,0.45619,0.82066,1.13518,2.45808,2.45808,4.80424,7.22095,8.80022,0.02285,0.09005,0.34295,0.6446,0.88806,1.7074,2.86259,3.67127,2.70059,0.02285,0.10379,0.34754,0.65104,0.9374,1.778,3.15037,4.13176,3.14508
02/27/2014,116.96,118.06,116.76,117.99,0.64,+0.55%,29911800,-0.33234,0.28295,0.38623,1.12398,1.43972,2.68657,5.60722,5.0476,-36.90476,-19.17098,2.12766,15.12915,45.2381,65.92593,73.28688,78.78229,-0.97367,-0.97367,-0.97367,-0.97367,-0.97367,-0.97367,-0.97367,-0.97367,0.45521,0.67137,1.03663,1.35182,2.67755,5.02874,6.81279,9.03328,-0.28702,-0.02564,0.10651,0.34532,0.62864,1.45243,2.53699,3.6763,2.78682,-0.28702,-0.07221,0.09765,0.32558,0.60731,1.4706,2.69553,4.16398,3.23811
02/28/2014,117.96,118.71,116.8,117.52,-0.47,-0.40%,47375700,-0.02543,0.51981,1.14036,1.24453,1.98859,3.41925,6.23199,4.38938,84.61538,82.14286,84.45596,87.23404,88.92989,93.96378,96.31902,97.23247,-0.0847,-0.127,-0.127,-0.127,-0.127,-0.127,-0.127,-0.127,1.02775,1.31409,1.53211,1.90048,2.21837,4.26021,7.27537,9.96551,0.30328,0.43423,0.65324,0.79682,1.02198,1.87864,2.91121,4.2874,3.54443,0.30328,0.45443,0.6373,0.81613,1.03366,1.90005,3.02732,4.8479,4.02372
03/03/2014,116.52,117.26,115.58,116.89,-0.63,-0.54%,50899500,-0.85092,-1.24587,-0.70729,-0.09432,0.00858,1.10195,4.00786,3.8873,-129.31937,-124.61538,-92.10526,-73.12253,-48.47458,8.75,44.13265,61.71329,-1.84483,-1.84483,-1.84483,-1.84483,-1.84483,-1.84483,-1.84483,-1.84483,-0.23973,-0.20555,0.0773,0.29265,0.65653,2.29128,5.09606,8.6231,-0.98292,-0.95206,-0.85561,-0.67766,-0.544,0.26228,1.18097,2.7971,2.16133,-0.98292,-0.95903,-0.85664,-0.71817,-0.55713,0.25624,1.24641,3.33524,2.62608
03/04/2014,118.2,120.58,118.18,119.83,2.94,+2.52%,112815296,1.12071,0.57862,0.17798,0.72433,1.34614,3.62058,5.09469,8.78969,211.90476,67.41214,67.41214,67.41214,67.41214,78.75,86.12245,91.08392,0.80164,-0.42962,-0.42962,-0.42962,-0.42962,-0.42962,-0.42962,-0.42962,2.26683,2.26683,2.26683,2.26683,2.26683,3.76613,6.14224,10.18924,1.3925,0.91639,0.77967,0.77729,0.88136,1.54962,2.30973,4.07418,3.55037,1.3925,0.93338,0.83365,0.8183,0.88748,1.55182,2.31307,4.59328,3.99572
03/05/2014,119.86,119.96,119.47,119.76,-0.07,-0.06%,34692300,0.02504,2.54085,1.99115,1.58488,2.1389,3.9549,5.23266,9.49118,40.0,71.2,71.2,71.2,71.2,78.41079,84.38178,89.18107,-0.59711,-0.59711,-0.59711,-0.59711,-0.59711,-0.59711,-0.59711,-0.59711,1.42156,3.70306,3.70306,3.70306,3.70306,5.22342,7.6329,11.73674,0.27608,1.53038,1.63848,1.70843,1.80346,2.48987,3.26208,5.07952,4.86826,0.27608,1.05234,1.23146,1.31628,1.44121,2.07969,2.85507,5.01685,5.13262
03/06/2014,120.12,120.25,119.42,119.74,-0.02,-0.02%,35093100,0.3006,0.24201,2.76328,2.21239,1.80524,3.85613,5.31299,10.55683,165.30612,61.66667,81.6,81.6,81.6,82.23938,87.63441,93.0879,0.13338,-0.38149,-0.38149,-0.38149,-0.38149,-0.38149,-0.38149,-0.38149,0.54407,1.64156,3.92802,3.92802,3.92802,4.09012,6.16935,11.97912,0.32573,0.4096,1.27118,1.47127,1.60431,2.24461,3.03405,4.82697,4.97734,0.32573,0.45407,1.10488,1.29069,1.38215,1.95188,2.68394,4.78702,5.25622
03/07/2014,120.43,120.47,119.03,119.7,-0.04,-0.03%,36955700,0.57625,0.55945,0.50071,3.02849,2.47617,3.36452,4.49458,9.97169,143.37349,143.37349,87.5,94.0,94.0,94.0,95.50225,97.44246,0.14969,0.14969,-0.1244,-0.1244,-0.1244,-0.1244,-0.1244,-0.1244,0.84575,0.84575,1.90388,4.19623,4.19623,4.19623,5.72382,10.63849,0.52308,0.55385,0.62013,1.27828,1.48881,2.11445,2.89261,4.57518,5.14912,0.52308,0.55368,0.6767,1.23825,1.42238,1.92351,2.63407,4.47677,5.44289
03/10/2014,119.36,119.58,118.49,119.3,-0.4,-0.33%,32095300,-0.28404,-0.31735,-0.334,-0.39222,2.1131,2.34074,4.6375,7.77427,-54.16667,-54.16667,-54.16667,-1.66667,51.2,51.2,63.41829,77.97834,-0.92139,-0.92139,-0.92139,-1.01178,-1.01178,-1.01178,-1.01178,-1.01178,0.27724,0.27724,0.27724,0.99848,3.27046,3.27046,4.78448,9.00457,-0.3118,-0.34094,-0.3303,-0.28335,0.23963,0.90235,1.65863,3.18505,4.13034,-0.3118,-0.34018,-0.33006,-0.23363,0.24937,0.75509,1.46798,3.02922,4.42165
03/11/2014,119.41,119.81,117.51,118.06,-1.24,-1.04%,50376500,0.0922,-0.24227,-0.2756,-0.29225,-0.3505,1.75543,3.56461,7.53782,68.80734,-7.07071,-7.07071,-7.07071,2.5,53.2,64.91754,77.9661,-0.14216,-0.87989,-0.87989,-0.87989,-0.97031,-0.97031,-0.97031,-0.97031,0.77644,0.77644,0.77644,0.77644,1.04079,3.31372,4.82837,8.59403,0.24065,-0.01535,-0.11989,-0.15678,-0.1455,0.71379,1.39828,2.83888,4.10556,0.24065,-0.03332,-0.13292,-0.16652,-0.13689,0.6521,1.23061,2.65755,4.40613
